133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA
date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value
2023-11-28,5254.4000000003725,320,29237894.4,2023-11-28,184652.60500000045,260,23936172.605,2023-11-28,888709.6500000048,64,6735237.650000005,6,2023-11-28,6244573.080000001,59,11634341.080000002,,,,,,,,,,,,,,,,,
2023-11-29,5254.4000000003725,320,29250374.4,2023-11-29,184652.60500000045,260,23946312.605,2023-11-29,888709.6500000048,64,6737733.650000005,6,2023-11-29,6244573.080000001,59,11636642.080000002,,,,,,,,,,,,,,,,,
2023-11-30,5254.4000000003725,320,29274054.4,2023-11-30,184652.60500000045,260,23965552.605,2023-11-30,888709.6500000048,64,6742469.650000005,6,2023-11-30,6244573.080000001,59,11641008.080000002,,,,,,,,,,,,,,,,,
2023-12-01,5254.4000000003725,320,29434694.4,2023-12-01,184652.60500000045,260,24096072.605,2023-12-01,888709.6500000048,64,6774597.650000005,6,2023-12-01,6151226.575000001,60,11669246.575000001,,,,,,,,,,,,,,,,,
2023-12-04,5254.4000000003725,320,29462854.4,2023-12-04,184652.60500000045,260,24118952.605,2023-12-04,888709.6500000048,64,6780229.650000005,6,2023-12-04,6151226.575000001,60,11674526.575000001,,,,,,,,,,,,,,,,,
2023-12-05,5254.4000000003725,320,29318854.4,2023-12-05,184652.60500000045,260,24001952.605,2023-12-05,888709.6500000048,64,6751429.650000005,6,2023-12-05,6151226.575000001,60,11647526.575000001,,,,,,,,,,,,,,,,,
2023-12-06,5254.4000000003725,320,29642374.4,2023-12-06,184652.60500000045,260,24264812.605,2023-12-06,888709.6500000048,64,6816133.650000005,6,2023-12-06,6151226.575000001,60,11708186.575000001,,,,,,,,,,,,,,,,,
2023-12-07,5254.4000000003725,320,29623494.4,2023-12-07,184652.60500000045,260,24249472.605,2023-12-07,888709.6500000048,64,6812357.650000005,6,2023-12-07,6151226.575000001,60,11704646.575000001,,,,,,,,,,,,,,,,,
2023-12-08,5254.4000000003725,320,29609094.4,2023-12-08,184652.60500000045,260,24237772.605,2023-12-08,888709.6500000048,64,6809477.650000005,6,2023-12-08,6151226.575000001,60,11701946.575000001,,,,,,,,,,,,,,,,,
2023-12-11,5254.4000000003725,320,29942854.4,2023-12-11,184652.60500000045,260,24508952.605,2023-12-11,1748012.3250000048,53,6706427.325000005,5,2023-12-11,6151226.575000001,60,11764526.575000001,,,,,,,,,,,,,,,,,
2023-12-12,5254.4000000003725,320,30240774.4,2023-12-12,184652.60500000045,260,24751012.605,2023-12-12,788979.4250000049,63,6741597.4250000045,6,2023-12-12,6151226.575000001,60,11820386.575000001,,,,,,,,,,,,,,,,,
2023-12-13,5254.4000000003725,320,30581574.4,2023-12-13,184652.60500000045,260,25027912.605,2023-12-13,1666615.360000005,52,6635267.360000005,5,2023-12-13,6151226.575000001,60,11884286.575000001,,,,,,,,,,,,,,,,,
2023-12-14,5254.4000000003725,320,30562374.4,2023-12-14,184652.60500000045,260,25012312.605,2023-12-14,1666615.360000005,52,6632147.360000005,5,2023-12-14,6151226.575000001,60,11880686.575000001,,,,,,,,,,,,,,,,,
2023-12-15,5254.4000000003725,320,30379014.4,2023-12-15,184652.60500000045,260,24863332.605,2023-12-15,1666615.360000005,52,6602351.360000005,5,2023-12-15,6151226.575000001,60,11846306.575000001,,,,,,,,,,,,,,,,,
2023-12-18,5254.4000000003725,320,30603654.4,2023-12-18,184652.60500000045,260,25045852.605,2023-12-18,1666615.360000005,52,6638855.360000005,5,2023-12-18,6151226.575000001,60,11888426.575000001,,,,,,,,,,,,,,,,,
2023-12-19,5254.4000000003725,320,30945734.4,2023-12-19,184652.60500000045,260,25323792.605,2023-12-19,3442792.2900000047,30,6343462.290000005,3,2023-12-19,6151226.575000001,60,11952566.575000001,,,,,,,,,,,,,,,,,
2023-12-20,5254.4000000003725,320,30944134.4,2023-12-20,184652.60500000045,260,25322492.605,2023-12-20,3442792.2900000047,30,6343312.290000005,3,2023-12-20,6151226.575000001,60,11952266.575000001,,,,,,,,,,,,,,,,,
2023-12-21,5254.4000000003725,320,30749254.4,2023-12-21,184652.60500000045,260,25164152.605,2023-12-21,3442792.2900000047,30,6325042.290000005,3,2023-12-21,6151226.575000001,60,11915726.575000001,,,,,,,,,,,,,,,,,
2023-12-22,5254.4000000003725,320,30796934.4,2023-12-22,184652.60500000045,260,25202892.605,2023-12-22,3442792.2900000047,30,6329512.290000005,3,2023-12-22,6151226.575000001,60,11924666.575000001,,,,,,,,,,,,,,,,,
2023-12-26,5254.4000000003725,320,30839494.4,2023-12-26,184652.60500000045,260,25237472.605,2023-12-26,3442792.2900000047,30,6333502.290000005,3,2023-12-26,6151226.575000001,60,11932646.575000001,,,,,,,,,,,,,,,,,
2023-12-27,5254.4000000003725,320,30958534.4,2023-12-27,184652.60500000045,260,25334192.605,2023-12-27,3442792.2900000047,30,6344662.290000005,3,2023-12-27,6151226.575000001,60,11954966.575000001,,,,,,,,,,,,,,,,,
2023-12-28,5254.4000000003725,320,30933254.4,2023-12-28,184652.60500000045,260,25313652.605,2023-12-28,3442792.2900000047,30,6342292.290000005,3,2023-12-28,6151226.575000001,60,11950226.575000001,,,,,,,,,,,,,,,,,
2024-01-02,5254.4000000003725,320,30993414.4,2024-01-02,184652.60500000045,260,25362532.605,2024-01-02,2459886.5900000045,40,6333406.5900000045,4,2024-01-02,6052936.005000001,61,11960054.005,,,,,,,,,,,,,,,,,
2024-01-03,5254.4000000003725,320,30557574.4,2024-01-03,184652.60500000045,260,25008412.605,2024-01-03,2459886.5900000045,40,6278926.5900000045,4,2024-01-03,6052936.005000001,61,11876972.005,,,,,,,,,,,,,,,,,
2024-01-04,5254.4000000003725,320,30396294.4,2024-01-04,184652.60500000045,260,24877372.605,2024-01-04,2459886.5900000045,40,6258766.5900000045,4,2024-01-04,6052936.005000001,61,11846228.005,,,,,,,,,,,,,,,,,
2024-01-05,5254.4000000003725,320,30298054.4,2024-01-05,184652.60500000045,260,24797552.605,2024-01-05,2459886.5900000045,40,6246486.5900000045,4,2024-01-05,6052936.005000001,61,11827501.005,,,,,,,,,,,,,,,,,
2024-01-08,5254.4000000003725,320,30367814.4,2024-01-08,184652.60500000045,260,24854232.605,2024-01-08,2459886.5900000045,40,6255206.5900000045,4,2024-01-08,6052936.005000001,61,11840799.005,,,,,,,,,,,,,,,,,
2024-01-09,5254.4000000003725,320,30974214.4,2024-01-09,184652.60500000045,260,25346932.605,2024-01-09,2459886.5900000045,40,6331006.5900000045,4,2024-01-09,6052936.005000001,61,11956394.005,,,,,,,,,,,,,,,,,
2024-01-10,5254.4000000003725,320,31167494.4,2024-01-10,184652.60500000045,260,25503972.605,2024-01-10,2459886.5900000045,40,6355166.5900000045,4,2024-01-10,6052936.005000001,61,11993238.005,,,,,,,,,,,,,,,,,
2024-01-11,5254.4000000003725,320,31327494.4,2024-01-11,184652.60500000045,260,25633972.605,2024-01-11,2459886.5900000045,40,6375166.5900000045,4,2024-01-11,6052936.005000001,61,12023738.005,,,,,,,,,,,,,,,,,
2024-01-12,5254.4000000003725,320,31259014.4,2024-01-12,184652.60500000045,260,25578332.605,2024-01-12,2459886.5900000045,40,6366606.5900000045,4,2024-01-12,6052936.005000001,61,12010684.005,,,,,,,,,,,,,,,,,
2024-01-15,5254.4000000003725,320,31521094.4,2024-01-15,184652.60500000045,260,25791272.605,2024-01-15,2459886.5900000045,40,6399366.5900000045,4,2024-01-15,6052936.005000001,61,12060643.005,,,,,,,,,,,,,,,,,
2024-01-16,5254.4000000003725,320,31562374.4,2024-01-16,184652.60500000045,260,25824812.605,2024-01-16,2459886.5900000045,40,6404526.5900000045,4,2024-01-16,6052936.005000001,61,12068512.005,,,,,,,,,,,,,,,,,
2024-01-17,5254.4000000003725,320,31815814.4,2024-01-17,184652.60500000045,260,26030732.605,2024-01-17,3289943.3900000043,30,6272183.390000004,3,2024-01-17,6052936.005000001,61,12116824.005,,,,,,,,,,,,,,,,,
2024-01-18,5254.4000000003725,320,31760134.4,2024-01-18,184652.60500000045,260,25985492.605,2024-01-18,3289943.3900000043,30,6266963.390000004,3,2024-01-18,6052936.005000001,61,12106210.005,,,,,,,,,,,,,,,,,
2024-01-19,5254.4000000003725,320,32273414.4,2024-01-19,184652.60500000045,260,26402532.605,2024-01-19,3289943.3900000043,30,6315083.390000004,3,2024-01-19,6052936.005000001,61,12204054.005,,,,,,,,,,,,,,,,,
2024-01-22,5254.4000000003725,320,32995654.4,2024-01-22,184652.60500000045,260,26989352.605,2024-01-22,4150786.6400000043,20,6212686.640000004,2,2024-01-22,6052936.005000001,61,12341731.005,,,,,,,,,,,,,,,,,
2024-01-23,5254.4000000003725,320,32747334.4,2024-01-23,184652.60500000045,260,26787592.605,2024-01-23,4150786.6400000043,20,6197166.640000004,2,2024-01-23,6052936.005000001,61,12294395.005,,,,,,,,,,,,,,,,,
2024-01-24,5254.4000000003725,320,33100294.4,2024-01-24,184652.60500000045,260,27074372.605,2024-01-24,4150786.6400000043,20,6219226.640000004,2,2024-01-24,6052936.005000001,61,12361678.005,,,,,,,,,,,,,,,,,
2024-01-25,5254.4000000003725,320,33106694.4,2024-01-25,184652.60500000045,260,27079572.605,2024-01-25,4150786.6400000043,20,6219626.640000004,2,2024-01-25,6052936.005000001,61,12362898.005,,,,,,,,,,,,,,,,,
2024-01-26,5254.4000000003725,320,32895814.4,2024-01-26,184652.60500000045,260,26908232.605,2024-01-26,4150786.6400000043,20,6206446.640000004,2,2024-01-26,6052936.005000001,61,12322699.005,,,,,,,,,,,,,,,,,
2024-01-29,5254.4000000003725,320,32981574.4,2024-01-29,184652.60500000045,260,26977912.605,2024-01-29,4150786.6400000043,20,6211806.640000004,2,2024-01-29,6052936.005000001,61,12339047.005,,,,,,,,,,,,,,,,,
2024-01-30,5254.4000000003725,320,33113414.4,2024-01-30,184652.60500000045,260,27085032.605,2024-01-30,4150786.6400000043,20,6220046.640000004,2,2024-01-30,6052936.005000001,61,12364179.005,,,,,,,,,,,,,,,,,
2024-01-31,5254.4000000003725,320,32775174.4,2024-01-31,184652.60500000045,260,26810212.605,2024-01-31,4150786.6400000043,20,6198906.640000004,2,2024-01-31,6052936.005000001,61,12299702.005,,,,,,,,,,,,,,,,,
2024-02-01,5254.4000000003725,320,32408774.4,2024-02-01,184652.60500000045,260,26512512.605,2024-02-01,3225767.4050000045,29,6162336.405000005,3,2024-02-01,5950156.090000001,62,12228338.09,,,,,,,,,,,,,,,,,
2024-02-02,5254.4000000003725,320,32803974.4,2024-02-02,184652.60500000045,260,26833612.605,2024-02-02,3225767.4050000045,29,6198151.405000005,3,2024-02-02,5950156.090000001,62,12304908.09,,,,,,,,,,,,,,,,,
2024-02-05,5254.4000000003725,320,33187974.4,2024-02-05,184652.60500000045,260,27145612.605,2024-02-05,3225767.4050000045,29,6232951.405000005,3,2024-02-05,5950156.090000001,62,12379308.09,,,,,,,,,,,,,,,,,
2024-02-06,5254.4000000003725,320,33164294.4,2024-02-06,184652.60500000045,260,27126372.605,2024-02-06,3225767.4050000045,29,6230805.405000005,3,2024-02-06,5950156.090000001,62,12374720.09,,,,,,,,,,,,,,,,,
2024-02-07,5254.4000000003725,320,33003974.4,2024-02-07,184652.60500000045,260,26996112.605,2024-02-07,3225767.4050000045,29,6216276.405000005,3,2024-02-07,5950156.090000001,62,12343658.09,,,,,,,,,,,,,,,,,
2024-02-08,5254.4000000003725,320,33405254.4,2024-02-08,184652.60500000045,260,27322152.605,2024-02-08,4097298.6550000045,19,6080423.655000005,2,2024-02-08,5950156.090000001,62,12421406.09,,,,,,,,,,,,,,,,,
2024-02-13,5254.4000000003725,320,33624454.4,2024-02-13,184652.60500000045,260,27500252.605,2024-02-13,4097298.6550000045,19,6093438.655000005,2,2024-02-13,5950156.090000001,62,12463876.09,,,,,,,,,,,,,,,,,
2024-02-14,5254.4000000003725,320,33331014.4,2024-02-14,184652.60500000045,260,27261832.605,2024-02-14,4097298.6550000045,19,6076015.655000005,2,2024-02-14,5950156.090000001,62,12407022.09,,,,,,,,,,,,,,,,,
2024-02-15,5254.4000000003725,320,33643334.4,2024-02-15,184652.60500000045,260,27515592.605,2024-02-15,4097298.6550000045,19,6094559.655000005,2,2024-02-15,5950156.090000001,62,12467534.09,,,,,,,,,,,,,,,,,
2024-02-16,5254.4000000003725,320,33791494.4,2024-02-16,184652.60500000045,260,27635972.605,2024-02-16,4097298.6550000045,19,6103356.655000005,2,2024-02-16,5950156.090000001,62,12496240.09,,,,,,,,,,,,,,,,,
2024-02-19,5254.4000000003725,320,33513414.4,2024-02-19,184652.60500000045,260,27410032.605,2024-02-19,4097298.6550000045,19,6086845.655000005,2,2024-02-19,5950156.090000001,62,12442362.09,,,,,,,,,,,,,,,,,
2024-02-20,5254.4000000003725,320,33435334.4,2024-02-20,184652.60500000045,260,27346592.605,2024-02-20,4097298.6550000045,19,6082209.655000005,2,2024-02-20,5950156.090000001,62,12427234.09,,,,,,,,,,,,,,,,,
2024-02-21,5254.4000000003725,320,33081414.4,2024-02-21,184652.60500000045,260,27059032.605,2024-02-21,4097298.6550000045,19,6061195.655000005,2,2024-02-21,5950156.090000001,62,12358662.09,,,,,,,,,,,,,,,,,
2024-02-22,5254.4000000003725,320,33392774.4,2024-02-22,184652.60500000045,260,27312012.605,2024-02-22,4097298.6550000045,19,6079682.655000005,2,2024-02-22,5950156.090000001,62,12418988.09,,,,,,,,,,,,,,,,,
2024-02-23,5254.4000000003725,320,33917894.4,2024-02-23,184652.60500000045,260,27738672.605,2024-02-23,4097298.6550000045,19,6110861.655000005,2,2024-02-23,5950156.090000001,62,12520730.09,,,,,,,,,,,,,,,,,
2024-02-26,5254.4000000003725,320,33751494.4,2024-02-26,184652.60500000045,260,27603472.605,2024-02-26,4097298.6550000045,19,6100981.655000005,2,2024-02-26,5950156.090000001,62,12488490.09,,,,,,,,,,,,,,,,,
2024-02-27,5254.4000000003725,320,33732294.4,2024-02-27,184652.60500000045,260,27587872.605,2024-02-27,4097298.6550000045,19,6099841.655000005,2,2024-02-27,5950156.090000001,62,12484770.09,,,,,,,,,,,,,,,,,
2024-02-28,5254.4000000003725,320,33900294.4,2024-02-28,184652.60500000045,260,27724372.605,2024-02-28,4097298.6550000045,19,6109816.655000005,2,2024-02-28,5950156.090000001,62,12517320.09,,,,,,,,,,,,,,,,,
2024-02-29,5254.4000000003725,320,33706694.4,2024-02-29,184652.60500000045,260,27567072.605,2024-02-29,4097298.6550000045,19,6098321.655000005,2,2024-02-29,5950156.090000001,62,12479810.09,,,,,,,,,,,,,,,,,
2024-03-04,5254.4000000003725,320,34532614.4,2024-03-04,184652.60500000045,260,28238132.605,2024-03-04,4012598.7250000043,18,5954762.725000004,2,2024-03-04,5840639.620000001,63,12638213.620000001,,,,,,,,,,,,,,,,,
2024-03-05,5254.4000000003725,320,34319494.4,2024-03-05,184652.60500000045,260,28064972.605,2024-03-05,4012598.7250000043,18,5942774.725000004,2,2024-03-05,5840639.620000001,63,12596255.620000001,,,,,,,,,,,,,,,,,
2024-03-06,5254.4000000003725,320,33940294.4,2024-03-06,184652.60500000045,260,27756872.605,2024-03-06,4012598.7250000043,18,5921444.725000004,2,2024-03-06,5840639.620000001,63,12521600.620000001,,,,,,,,,,,,,,,,,
2024-03-07,5254.4000000003725,320,33889414.4,2024-03-07,184652.60500000045,260,27715532.605,2024-03-07,4012598.7250000043,18,5918582.725000004,2,2024-03-07,5840639.620000001,63,12511583.620000001,,,,,,,,,,,,,,,,,
2024-03-08,5254.4000000003725,320,34154694.4,2024-03-08,184652.60500000045,260,27931072.605,2024-03-08,4012598.7250000043,18,5933504.725000004,2,2024-03-08,5840639.620000001,63,12563810.620000001,,,,,,,,,,,,,,,,,
2024-03-11,5254.4000000003725,320,33406854.4,2024-03-11,184652.60500000045,260,27323452.605,2024-03-11,4012598.7250000043,18,5891438.725000004,2,2024-03-11,5840639.620000001,63,12416579.620000001,,,,,,,,,,,,,,,,,
2024-03-12,5254.4000000003725,320,33543814.4,2024-03-12,184652.60500000045,260,27434732.605,2024-03-12,4012598.7250000043,18,5899142.725000004,2,2024-03-12,5840639.620000001,63,12443543.620000001,,,,,,,,,,,,,,,,,
2024-03-13,5254.4000000003725,320,33919494.4,2024-03-13,184652.60500000045,260,27739972.605,2024-03-13,4012598.7250000043,18,5920274.725000004,2,2024-03-13,5840639.620000001,63,12517505.620000001,,,,,,,,,,,,,,,,,
2024-03-14,5254.4000000003725,320,33854854.4,2024-03-14,184652.60500000045,260,27687452.605,2024-03-14,4012598.7250000043,18,5916638.725000004,2,2024-03-14,5840639.620000001,63,12504779.620000001,,,,,,,,,,,,,,,,,
2024-03-15,5254.4000000003725,320,33832454.4,2024-03-15,184652.60500000045,260,27669252.605,2024-03-15,4012598.7250000043,18,5915378.725000004,2,2024-03-15,5840639.620000001,63,12500369.620000001,,,,,,,,,,,,,,,,,
2024-03-18,5254.4000000003725,320,33846854.4,2024-03-18,184652.60500000045,260,27680952.605,2024-03-18,4012598.7250000043,18,5916188.725000004,2,2024-03-18,5840639.620000001,63,12503204.620000001,,,,,,,,,,,,,,,,,
2024-03-19,5254.4000000003725,320,34064454.4,2024-03-19,184652.60500000045,260,27857752.605,2024-03-19,4012598.7250000043,18,5928428.725000004,2,2024-03-19,5840639.620000001,63,12546044.620000001,,,,,,,,,,,,,,,,,
2024-03-20,5254.4000000003725,320,34177094.4,2024-03-20,184652.60500000045,260,27949272.605,2024-03-20,4012598.7250000043,18,5934764.725000004,2,2024-03-20,5840639.620000001,63,12568220.620000001,,,,,,,,,,,,,,,,,
2024-03-21,5254.4000000003725,320,34436934.4,2024-03-21,184652.60500000045,260,28160392.605,2024-03-21,4012598.7250000043,18,5949380.725000004,2,2024-03-21,5840639.620000001,63,12619376.620000001,,,,,,,,,,,,,,,,,
2024-03-22,5254.4000000003725,320,34770694.4,2024-03-22,184652.60500000045,260,28431572.605,2024-03-22,4012598.7250000043,18,5968154.725000004,2,2024-03-22,5840639.620000001,63,12685085.620000001,,,,,,,,,,,,,,,,,
2024-03-25,5254.4000000003725,320,34808774.4,2024-03-25,184652.60500000045,260,28462512.605,2024-03-25,4012598.7250000043,18,5970296.725000004,2,2024-03-25,5840639.620000001,63,12692582.620000001,,,,,,,,,,,,,,,,,
2024-03-26,5254.4000000003725,320,34751814.4,2024-03-26,184652.60500000045,260,28416232.605,2024-03-26,4012598.7250000043,18,5967092.725000004,2,2024-03-26,5840639.620000001,63,12681368.620000001,,,,,,,,,,,,,,,,,
2024-03-27,5254.4000000003725,320,34916934.4,2024-03-27,184652.60500000045,260,28550392.605,2024-03-27,4012598.7250000043,18,5976380.725000004,2,2024-03-27,5840639.620000001,63,12713876.620000001,,,,,,,,,,,,,,,,,
2024-03-28,5254.4000000003725,320,34843334.4,2024-03-28,184652.60500000045,260,28490592.605,2024-03-28,4012598.7250000043,18,5972240.725000004,2,2024-03-28,5840639.620000001,63,12699386.620000001,,,,,,,,,,,,,,,,,
2024-03-29,5254.4000000003725,320,34989254.4,2024-03-29,184652.60500000045,260,28609152.605,2024-03-29,4012598.7250000043,18,5980448.725000004,2,2024-03-29,5840639.620000001,63,12728114.620000001,,,,,,,,,,,,,,,,,
2024-04-01,5254.4000000003725,320,35110214.4,2024-04-01,184652.60500000045,260,28707432.605,2024-04-01,3121810.3650000044,26,5974088.365000004,3,2024-04-01,5729291.075000001,64,12750283.075000001,,,,,,,,,,,,,,,,,
2024-04-02,5254.4000000003725,320,35018054.4,2024-04-02,184652.60500000045,260,28632552.605,2024-04-02,3121810.3650000044,26,5966600.365000004,3,2024-04-02,5729291.075000001,64,12731851.075000001,,,,,,,,,,,,,,,,,
2024-04-03,5254.4000000003725,320,34516614.4,2024-04-03,184652.60500000045,260,28225132.605,2024-04-03,3121810.3650000044,26,5925858.365000004,3,2024-04-03,5729291.075000001,64,12631563.075000001,,,,,,,,,,,,,,,,,
2024-04-04,5254.4000000003725,320,34761094.4,2024-04-04,184652.60500000045,260,28423772.605,2024-04-04,3121810.3650000044,26,5945722.365000004,3,2024-04-04,5729291.075000001,64,12680459.075000001,,,,,,,,,,,,,,,,,
2024-04-05,5254.4000000003725,320,34346694.4,2024-04-05,184652.60500000045,260,28087072.605,2024-04-05,3121810.3650000044,26,5912052.365000004,3,2024-04-05,5729291.075000001,64,12597579.075000001,,,,,,,,,,,,,,,,,
2024-04-08,5254.4000000003725,320,34713734.4,2024-04-08,184652.60500000045,260,28385292.605,2024-04-08,3121810.3650000044,26,5941874.365000004,3,2024-04-08,5729291.075000001,64,12670987.075000001,,,,,,,,,,,,,,,,,
2024-04-09,5254.4000000003725,320,34800774.4,2024-04-09,184652.60500000045,260,28456012.605,2024-04-09,3121810.3650000044,26,5948946.365000004,3,2024-04-09,5729291.075000001,64,12688395.075000001,,,,,,,,,,,,,,,,,
2024-04-11,5254.4000000003725,320,34848134.4,2024-04-11,184652.60500000045,260,28494492.605,2024-04-11,3121810.3650000044,26,5952794.365000004,3,2024-04-11,5729291.075000001,64,12697867.075000001,,,,,,,,,,,,,,,,,
2024-04-12,5254.4000000003725,320,35687814.4,2024-04-12,184652.60500000045,260,29176732.605,2024-04-12,3959792.9850000045,17,5855428.985000005,2,2024-04-12,5729291.075000001,64,12865803.075000001,,,,,,,,,,,,,,,,,
2024-04-15,5254.4000000003725,320,35459334.4,2024-04-15,184652.60500000045,260,28991092.605,2024-04-15,3959792.9850000045,17,5843290.985000005,2,2024-04-15,5729291.075000001,64,12820107.075000001,,,,,,,,,,,,,,,,,
2024-04-16,5254.4000000003725,320,34908934.4,2024-04-16,184652.60500000045,260,28543892.605,2024-04-16,3959792.9850000045,17,5814050.985000005,2,2024-04-16,5729291.075000001,64,12710027.075000001,,,,,,,,,,,,,,,,,
2024-04-17,5254.4000000003725,320,34691334.4,2024-04-17,184652.60500000045,260,28367092.605,2024-04-17,3959792.9850000045,17,5802490.985000005,2,2024-04-17,5729291.075000001,64,12666507.075000001,,,,,,,,,,,,,,,,,
2024-04-18,5254.4000000003725,320,34224454.4,2024-04-18,184652.60500000045,260,27987752.605,2024-04-18,3959792.9850000045,17,5777687.985000005,2,2024-04-18,5729291.075000001,64,12573131.075000001,,,,,,,,,,,,,,,,,
2024-04-19,5254.4000000003725,320,33738694.4,2024-04-19,184652.60500000045,260,27593072.605,2024-04-19,3959792.9850000045,17,5751881.985000005,2,2024-04-19,5729291.075000001,64,12475979.075000001,,,,,,,,,,,,,,,,,
2024-04-22,5254.4000000003725,320,33508614.4,2024-04-22,184652.60500000045,260,27406132.605,2024-04-22,3959792.9850000045,17,5739658.985000005,2,2024-04-22,5729291.075000001,64,12429963.075000001,,,,,,,,,,,,,,,,,
2024-04-23,5254.4000000003725,320,33563014.4,2024-04-23,184652.60500000045,260,27450332.605,2024-04-23,3959792.9850000045,17,5742548.985000005,2,2024-04-23,5729291.075000001,64,12440843.075000001,,,,,,,,,,,,,,,,,
2024-04-24,5254.4000000003725,320,34156294.4,2024-04-24,184652.60500000045,260,27932372.605,2024-04-24,3959792.9850000045,17,5774066.985000005,2,2024-04-24,5729291.075000001,64,12559499.075000001,,,,,,,,,,,,,,,,,
2024-04-25,5254.4000000003725,320,33649734.4,2024-04-25,184652.60500000045,260,27520792.605,2024-04-25,3959792.9850000045,17,5747155.985000005,2,2024-04-25,5729291.075000001,64,12458187.075000001,,,,,,,,,,,,,,,,,
2024-04-26,5254.4000000003725,320,34349894.4,2024-04-26,184652.60500000045,260,28089672.605,2024-04-26,3959792.9850000045,17,5784351.985000005,2,2024-04-26,5729291.075000001,64,12598219.075000001,,,,,,,,,,,,,,,,,
2024-04-29,5254.4000000003725,320,34698374.4,2024-04-29,184652.60500000045,260,28372812.605,2024-04-29,3959792.9850000045,17,5802864.985000005,2,2024-04-29,5729291.075000001,64,12667915.075000001,,,,,,,,,,,,,,,,,
2024-04-30,5254.4000000003725,320,34787014.4,2024-04-30,184652.60500000045,260,28444832.605,2024-04-30,3959792.9850000045,17,5807573.985000005,2,2024-04-30,5729291.075000001,64,12685643.075000001,,,,,,,,,,,,,,,,,
2024-05-02,5254.4000000003725,320,33986374.4,2024-05-02,184652.60500000045,260,27794312.605,2024-05-02,2989738.200000005,26,5750704.200000005,3,2024-05-02,5621507.210000001,65,12523922.21,,,,,,,,,,,,,,,,,
2024-05-03,5254.4000000003725,320,34038534.4,2024-05-03,184652.60500000045,260,27836692.605,2024-05-03,2989738.200000005,26,5754942.200000005,3,2024-05-03,5621507.210000001,65,12534517.21,,,,,,,,,,,,,,,,,
2024-05-07,5254.4000000003725,320,34787014.4,2024-05-07,184652.60500000045,260,28444832.605,2024-05-07,2989738.200000005,26,5815756.200000005,3,2024-05-07,5621507.210000001,65,12686552.21,,,,,,,,,,,,,,,,,
2024-05-08,5254.4000000003725,320,34941574.4,2024-05-08,184652.60500000045,260,28570412.605,2024-05-08,2989738.200000005,26,5828314.200000005,3,2024-05-08,5621507.210000001,65,12717947.21,,,,,,,,,,,,,,,,,
2024-05-09,5254.4000000003725,320,35015814.4,2024-05-09,184652.60500000045,260,28630732.605,2024-05-09,2989738.200000005,26,5834346.200000005,3,2024-05-09,5621507.210000001,65,12733027.21,,,,,,,,,,,,,,,,,
2024-05-10,5254.4000000003725,320,35139974.4,2024-05-10,184652.60500000045,260,28731612.605,2024-05-10,2989738.200000005,26,5844434.200000005,3,2024-05-10,5621507.210000001,65,12758247.21,,,,,,,,,,,,,,,,,
2024-05-13,5254.4000000003725,320,35283014.4,2024-05-13,184652.60500000045,260,28847832.605,2024-05-13,2989738.200000005,26,5856056.200000005,3,2024-05-13,5621507.210000001,65,12787302.21,,,,,,,,,,,,,,,,,
2024-05-14,5254.4000000003725,320,35276614.4,2024-05-14,184652.60500000045,260,28842632.605,2024-05-14,2989738.200000005,26,5855536.200000005,3,2024-05-14,5621507.210000001,65,12786002.21,,,,,,,,,,,,,,,,,
2024-05-16,5254.4000000003725,320,35508934.4,2024-05-16,184652.60500000045,260,29031392.605,2024-05-16,2989738.200000005,26,5874412.200000005,3,2024-05-16,5621507.210000001,65,12833192.21,,,,,,,,,,,,,,,,,
2024-05-17,5254.4000000003725,320,35657734.4,2024-05-17,184652.60500000045,260,29152292.605,2024-05-17,2989738.200000005,26,5886502.200000005,3,2024-05-17,5621507.210000001,65,12863417.21,,,,,,,,,,,,,,,,,
2024-05-20,5254.4000000003725,320,35707334.4,2024-05-20,184652.60500000045,260,29192592.605,2024-05-20,2989738.200000005,26,5890532.200000005,3,2024-05-20,5621507.210000001,65,12873492.21,,,,,,,,,,,,,,,,,
